site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,work_type,names,ore_ctrl,hrock_type,arock_type
Dutchess/Phosphate Hill Mine,-22.57045,144.54695,OC,Australia,Queensland,,N,Phosphorus-Phosphates,,,Unknown,,Y,Past Producer,,,,,,,
Ardlethan Mine,-32.16647,147.01159,OC,Australia,New South Wales,,M,Tin,,,Unknown,,Y,Producer,,,,,,,
Greenbushes Mine,-33.85429,116.0646,OC,Australia,Western Australia,,M,"Tantalum, Niobium (Columbium), Lithium, Tin",,,Unknown,,Y,Producer,,,,,,,
Finnis River Mine,-19.41107,133.36423,OC,Australia,Northern Territory*,,M,Tantalum,,,Unknown,,Y,Producer,,,,,,,
Nabarlek Mine,-19.41107,133.36423,OC,Australia,Northern Territory*,,M,Uranium,,,Unknown,,Y,Past Producer,,,,,,,
Ranger Mine,-19.41107,133.36423,OC,Australia,Northern Territory*,,M,Uranium,,,Unknown,,Y,Producer,,,,,,,
Mt. Carbine Mine,-22.57045,144.54695,OC,Australia,Queensland,,M,Tungsten,,,Unknown,,Y,Past Producer,,,,,,,
King Island Mine,-41.96921,146.62883,OC,Australia,Tasmania,,M,"Molybdenum, Tungsten",,,Unknown,,Y,Producer,,,,,,,
Wolfram Camp Mine,-22.57045,144.54695,OC,Australia,Queensland,,M,"Molybdenum, Tungsten",,,Unknown,,Y,Producer,,,,,,,
Teutonic Bore Mine,-28.40648,121.14562,OC,Australia,Western Australia,,M,"Copper, Silver, Zinc",,,Unknown,,Y,Past Producer,,,,,,,
Elura Mine,-32.16647,147.01159,OC,Australia,New South Wales,,M,"Silver, Lead, Zinc",,,Unknown,,Y,Producer,,,,,,,
New Broken Hill Mine,-32.16647,147.01159,OC,Australia,New South Wales,,M,"Zinc, Silver, Lead",,,Unknown,,Y,Producer,,,,,,,
Zinc Corp. Mine,-32.16647,147.01159,OC,Australia,New South Wales,,M,"Silver, Lead, Zinc",,,Unknown,,Y,Producer,,,,,,,
Woodlawn Mine,-32.16647,147.01159,OC,Australia,New South Wales,,M,"Zinc, Silver, Copper, Lead",,,Unknown,,Y,Producer,,,,,,,
Rosebery/W. Coast Mine,-41.96921,146.62883,OC,Australia,Tasmania,,M,"Gold, Silver, Copper, Lead, Zinc",,,Unknown,,Y,Producer,,,,,,,
Ella Creek Prospect,-12.82366,131.09215,OC,Australia,Northern Territory*,,M,Uranium,,,Unknown,,N,Occurrence,,,,,Around Margin Of Rum Jungle Complex,,
Gould Airfield Prospect,-13.09725,131.04076,OC,Australia,Northern Territory*,,M,"Uranium, Copper, Lead, Nickel",,,Unknown,,N,Occurrence,,,,,,,
Harts Range,-22.99656,133.99898,OC,Australia,Northern Territory*,,M,Uranium,,,Unknown,,N,Occurrence,Euxenite,,,,,Gneiss,
Huarabagoo East,-17.48862,138.1156,OC,Australia,Queensland,,M,Uranium,,,Unknown,,N,Occurrence,Carnotite,,,,,Conglomerate,
Lake Maitland,-27.11294,120.79924,OC,Australia,Western Australia,,M,Uranium,,,Unknown,,N,Occurrence,Carnotite,,,,,,Gneiss
Milo Deposit,-22.57045,144.54695,OC,Australia,Queensland,,M,Uranium,,,Unknown,,U,Occurrence,,,,,,"Slate,Limestone",
Mount Finch Prospect,-12.94726,130.94909,OC,Australia,Northern Territory*,,M,"Uranium, Copper",,,Unknown,,N,Occurrence,"Chalcocite, Malachite",,,,,Slate,
Mundong Well Area,-22.72982,115.2994,OC,Australia,Western Australia,,M,"Uranium, Copper, Lead",,,Unknown,,N,Occurrence,,,,,,,
"Redtree Nos., 1 , 2 , 3",-17.51362,138.08643,OC,Australia,Queensland,,M,"Uranium, Gold, Copper",,,Unknown,,N,Occurrence,"Carnotite, Pitchblende",,,Westmoreland,,"Conglomerate,Basalt,Granite","Basalt,Granite"
37 A Prospect,-30.49626,139.99879,OC,Australia,South Australia,,M,Uranium,,,Unknown,,N,Occurrence,Pitchblende,,,,,Siltstone,Granite
Waterhouse No. 4 Prospect,-13.10836,131.02409,OC,Australia,Northern Territory*,,M,Uranium,,,Unknown,,N,Occurrence,,,,,,,
Woodcutters Prospect,-12.92643,131.12131,OC,Australia,Northern Territory*,,M,"Uranium, Lead, Zinc, Copper",,,Unknown,,N,Occurrence,,,,,,Slate,
Bauxite - Australia,-11.24742,136.66565,OC,Australia,,,M,Aluminum,,,Unknown,,N,Occurrence,Bauxite,,,,,,
"Mt. Redcliffe, Australia",-28.37954,121.59921,OC,Australia,Western Australia,,M,Nickel,,,Unknown,,N,Occurrence,,,,,,,
Red Tree,-15.99699,126.99917,OC,Australia,Western Australia,,M,Uranium,,,Unknown,,N,Occurrence,,,,E. Kimberley,,Conglomerate,
Walliston,-25.46243,122.17743,OC,Australia,Western Australia,,M,Aluminum,,,Unknown,,N,Occurrence,,,,,,Mafic Intrusive Rock,
Wongan Hills,-25.46243,122.17743,OC,Australia,Western Australia,,M,Aluminum,,,Unknown,,N,Occurrence,,,,,,Mafic Intrusive Rock,
Ruth Well Nickel Prospect,-20.69663,116.99938,OC,Australia,Western Australia,,M,Nickel,Gold,PGE,Unknown,,N,Occurrence,,,,,,,
Sherlock Bay Nickel Deposit,-25.46243,122.17743,OC,Australia,Western Australia,,M,Nickel,Copper,PGE,Unknown,,N,Occurrence,,,,,,,
Ringlock Nickel Property-Australia,-30.19613,121.24921,OC,Australia,Western Australia,,M,Nickel,,,Unknown,,N,Occurrence,,,,,,,
Weebo-Nickel Deposit-Australia,-30.7461,121.4992,OC,Australia,Western Australia,,M,Nickel,,,Unknown,,N,Occurrence,,,,,,,
"Agnes Water, Australia",-24.74662,152.34864,OC,Australia,Queensland,,M,"Titanium, Metal",Zirconium,,Unknown,Placer,N,Occurrence,,,,,,,
"Wonnerup Beach Mine, Australia",-33.61263,115.41601,OC,Australia,Western Australia,,M,"Titanium, Metal",,,Unknown,Placer,U,Occurrence,"Garnet, Ilmenite, Rutile, Zircon",,,,Fossil Shoreline,Sand and Gravel,
Clementson's Claims,-41.66277,145.16515,OC,Australia,Tasmania,,M,"Osmium, Iridium, Ruthenium",,,Unknown,Placer,N,Prospect,,,,,,,
Humphries Creek,-41.66277,145.16515,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,Bronzite,,,,,,
Loughnan Creek,-41.66277,145.16515,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Mt. Stewart Area,,,
Burgess Creek Deposits,-41.66277,145.16515,OC,Australia,Tasmania,,M,"Gold, Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Burgess Creek,,,
Free-And-Easy Workings,-41.66277,145.16515,OC,Australia,Tasmania,,M,"Gold, Osmium, Iridium",,,Unknown,Placer,N,Prospect,"Chromite, Picotite",,,Free-And-Easy Creek,,,
Pursell's Prospect,-41.4961,145.16515,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,,N,Prospect,,,,Bald Hill,,,
Paton,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Hopper Creek Area,,,
Brennan and Dunn,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Hopper Creek Area,,,
Flight and Ellens,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Hopper Creek Area,,,
Donahoo,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Adam River Falls,,Slate,
Stacey Bros.,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Sawback Creek Area,,,
Cunningham and Millen,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Millen Creek Area,,,
Williams and Bowes,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,West of Adam River,,,
Curtain Bros.,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Iridium, Osmium",,,Unknown,Placer,N,Prospect,,,,West of Adam River,,,
Barrett Creek,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium, Gold, Chromium, Tin",,,Unknown,Placer,N,Prospect,"Cassiterite, Chromite",,,West of Adam River,,,
Looby,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Iridium, Osmium",,,Unknown,Placer,N,Prospect,,,,East Football Hill Area,,,
J. Stacey,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,East Football Hill Area,,,
Mapley,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,East Football Hill Area,,,
A.J. Dickenson,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,East Football Hill,,,
"Main Waring, Russell, Wakefield",-42.66279,146.33176,OC,Australia,Tasmania,,M,"Iridium, Osmium",,,Unknown,Placer,N,Prospect,,,,East Football Hill Area,,,
J. Ramsay,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,East Football Hill Area,,,
Clarke,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Iridium, Osmium",,,Unknown,Placer,N,Prospect,,,,East Football Hill Area,,,
Gresson and Beavis,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,East Football Hill Area,,,
"Smith, Kingston, & Gayton",-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,East Football Hill Area,,,
Hudson,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,East Football Hill Area,,,
J.P. Mann,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,East Football Hill Area,,,
Trowbridge,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,West Football Hill Area,,,
Hull and Party,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,West Football Hill Area,,,
Maccallum,-41.96921,146.62883,OC,Australia,Tasmania,,M,"Iridium, Osmium",,,Unknown,Placer,N,Prospect,,,,West Football Hill Area,,,
L. Fisher,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,West Football Hill Area,,,
J. Campbell,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,West Football Hill Area,,,
"Ockenden, Fletcher, & Lynch",-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,West Football Hill Area,,,
Blegg and Johnson,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Card Creek Area,,,
John and Richards,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Card Creek Area,,,
Kingsley and Williamson,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium, Chromium, Titanium, Metal",,,Unknown,Placer,N,Prospect,"Chromite, Ilmenite, Topaz, Zircon",,,Batchelor Creek Area,,,
Bantick,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Iridium, Osmium",,,Unknown,Placer,N,Prospect,,,,Main Creek Area,,Limestone,
Fife,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Main Creek Area,,,
T. Harper,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Main Creek Area,,,
S. Reeve and V. Royce,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Main Creek Area,,,
Grey and Lavelle,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Main Creek Area,,,
"Miller, Upcher, Hodgkinson",-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Main Creek Area,,,
Glock,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Main Creek Area,,,
Batchelor,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Main Creek Area,,,
Stocks and Hall,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Main Creek Area,,,
Cornelius and Tudor,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Main Creek Area,,,
Greatbatch,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Main Creek Area,,,
Quarrel,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Main Creek Area,,,
D.J. Fullerton,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,Placer,N,Prospect,,,,Main Creek Area,,,
Doaks Claims,-42.66279,146.33176,OC,Australia,Tasmania,,M,"Iridium, Nickel, Osmium",,,Unknown,Placer,N,Prospect,Millerite,,,Main Creek Area,,Serpentinite,
Mt. Stewart,-32.59602,119.59923,OC,Australia,,,M,Platinum,,,Unknown,,N,Prospect,,,,,,,
Digger Rocks,-32.74602,119.79923,OC,Australia,,,M,Nickel,"Chromium, Zinc, Copper","Palladium, Iridium, Gold",Unknown,,U,Prospect,"Chalcopyrite, Chromite, Magnetite, Pentlandite, Pyrite, Pyrrhotite",,,,,,Dunite
Wildara,-28.29621,120.99924,OC,Australia,,,M,Nickel,"Zinc, Chromium, Copper","Palladium, Iridium, Gold",Unknown,,U,Prospect,"Chalcopyrite, Chromite, Magnetite, Pentlandite, Pyrite, Pyrrhotite",,,,Sedimentary Association,,
Narndee,-28.79617,118.39929,OC,Australia,,,M,Nickel,"Copper, Chromium, Zinc","Palladium, Iridium, Gold",Unknown,,U,Prospect,"Chalcopyrite, Chromite, Magnetite, Pentlandite, Pyrite, Pyrrhotite",,,,Mafic Association,,
Trough Well,-30.5961,119.99925,OC,Australia,,,M,Nickel,"Copper, Chromium, Zinc","Palladium, Iridium, Gold",Unknown,,U,Prospect,"Chalcopyrite, Chromite, Magnetite, Pentlandite, Pyrite, Pyrrhotite",,,,,,
Lefroy Pennisula,-31.49608,121.99919,OC,Australia,,,M,Nickel,"Copper, Chromium, Zinc","Palladium, Iridium, Gold",Unknown,,U,Prospect,"Chalcopyrite, Chromite, Magnetite, Pentlandite, Pyrite, Pyrrhotite",,,,,,
Durkin Shoot,-31.19609,121.59919,OC,Australia,,,M,Nickel,"Copper, Chromium, Zinc","Palladium, Iridium, Gold",Unknown,,U,Prospect,"Pentlandite, Pyrrhotite",,,,,,Volcanic Rock (Aphanitic)
Grants Patch,-29.99612,121.16588,OC,Australia,,,M,Nickel,"Copper, Chromium, Zinc","Palladium, Iridium, Gold",Unknown,,U,Prospect,"Chalcopyrite, Chromite, Magnetite, Pentlandite, Pyrite, Pyrrhotite",,,,,,Volcanic Rock (Aphanitic)
Bandalup,-33.496,119.99922,OC,Australia,,,M,Nickel,"Copper, Chromium, Zinc","Palladium, Iridium, Gold",Unknown,,U,Prospect,"Chalcopyrite, Chromite, Magnetite, Pentlandite, Pyrite, Pyrrhotite",,,,,,
Fieldings Gully,-21.49659,120.49928,OC,Australia,,,M,Nickel,"Copper, Chromium, Zinc","Iridium, Palladium, Gold",Unknown,,U,Prospect,"Chalcopyrite, Chromite, Magnetite, Pentlandite, Pyrite, Pyrrhotite",,,,,,
Sally Malay,-17.0636,128.24913,OC,Australia,,,M,"Nickel, Copper",,Platinum,Unknown,,U,Prospect,,,,,,,
Bauxite-Australia,-12.33066,136.83231,OC,Australia,,,M,Aluminum,,,Unknown,,N,Prospect,Bauxite,,,,,Shale,Granite
Bauxite-Australia,-32.16269,116.116,OC,Australia,,,M,Aluminum,,,Unknown,,N,Prospect,Bauxite,"Corundum, Diaspore",,,,Gneiss,
"Lady Annie, Lady Loretta Zn, Pb, Ag Prospects",-18.99685,140.99888,OC,Australia,Queensland,,M,"Lead, Zinc, Silver",,,Unknown,,N,Prospect,,,,,,,
"Yoganup Extended Mine, Australia",-33.41264,115.68266,OC,Australia,Western Australia,,M,"Titanium, Metal","REE, Zirconium",,Unknown,Placer,U,Prospect,"Ilmenite, Monazite, Rutile, Zircon",,,,Fossil Shoreline,Sand and Gravel,
"O'Connor Mine, Australia",-29.76278,115.31604,OC,Australia,Western Australia,,M,"Titanium, Metal, Zirconium",,,Unknown,Placer,U,Prospect,"Ilmenite, Kyanite, Monazite, Rutile, Zircon","Quartz, Tourmaline",Surface,,,Sand and Gravel,
Paddy Mccullochs Mountain,-31.17272,149.14166,OC,Australia,New South Wales,,N,Diatomite,,,Unknown,,Y,Past Producer,Diatomite,"Clay, Quartz",,,,"Clay, Mud,Diatomite,Tuff",Tuff
Bowan Park Diatomite Deposit,-33.41293,148.91524,OC,Australia,New South Wales,,N,Diatomite,,,Unknown,,Y,Past Producer,Diatomite,"Clay, Quartz",,,,"Diatomite,Tuff,Volcanic Ash","Tuff,Volcanic Ash"
Burra Burra,-32.81293,147.51527,OC,Australia,New South Wales,,M,Gold,,"Platinum, Tin",Unknown,Placer,S,Past Producer,Cassiterite,,,,,,
Six-Mile,-27.44625,120.39925,OC,Australia,,,M,Nickel,Copper,"Palladium, Gold, Iridium",Unknown,,Y,Past Producer,"Chalcopyrite, Chromite, Magnetite, Pentlandite, Pyrite, Pyrrhotite",,,,,,Dunite
Perseverance,-27.82956,120.79924,OC,Australia,,,M,Nickel,Copper,"Gold, Palladium, Iridium",Unknown,,Y,Past Producer,"Chalcopyrite, Chromite, Magnetite, Pentlandite, Pyrite, Pyrrhotite",,,,,,Dunite
Redross,-31.66274,121.74918,OC,Australia,,,M,Nickel,Copper,"Palladium, Iridium, Gold",Unknown,,Y,Past Producer,"Chromite, Magnetite, Millerite, Pentlandite, Pyrite",,,,,,Volcanic Rock (Aphanitic)
Otter Shoot,-31.19609,121.59919,OC,Australia,,,M,Nickel,Copper,"Palladium, Iridium, Gold",Unknown,,Y,Past Producer,"Chromite, Magnetite, Pentlandite, Pyrite, Pyrrhotite",,,Kambalda,,,Volcanic Rock (Aphanitic)
Tin Pot Lead,-40.49615,148.24844,OC,Australia,New South Wales,,M,Gold,Platinum,,Unknown,Placer,S,Past Producer,Gold,,,,,,
Wannaway,-31.61274,121.54919,OC,Australia,Western Australia,,M,Nickel,Copper,"Iron, Gold, Iridium, Palladium",Unknown,,S,Past Producer,"Bornite, Chalcocite, Chalcopyrite, Chromite, Magnetite, Millerite, Pentlandite, Pyrite, Pyrrhotite",,,,,"Diorite,Ultramafic Intrusive Rock,Amphibolite,Serpentinite,Siltstone",
"Capel South Mine, Australia",-33.59597,115.49934,OC,Australia,Western Australia,,M,"Titanium, Metal, Zirconium",,,Unknown,Placer,Y,Past Producer,"Ilmenite, Rutile, Xenotime, Zircon","Clay, Quartz",Surface,Capel Mine,,"Clay, Mud,Sand and Gravel",Basalt
"Fraser Island, Australia",-26.71321,153.08193,OC,Australia,Queensland,,M,"Titanium, Metal, Zirconium",,,Unknown,Placer,Y,Past Producer,"Rutile, Zircon",,,,,,
"Naracoopa, Australia",-39.91277,144.09854,OC,Australia,Tasmania,,M,"Titanium, Metal",Zirconium,,Unknown,Placer,Y,Past Producer,"Cassiterite, Ilmenite, Rutile, Zircon",Magnetite,,,,,
South Lead and Tributaries,-33.39625,148.01526,OC,Australia,New South Wales,,M,Gold,,,Unknown,Placer,S,Producer,Gold,,,"Tributaries Include North Lead, Manmans Lead, And Britannia Lead.",,,
Sheahan-Grants Mine,-32.16647,147.01159,OC,Australia,New South Wales,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Tom's Gully Mine,-19.41107,133.36423,OC,Australia,Northern Territory*,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Youanmi Mine,-28.60674,118.8365,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
North Lead,-32.84626,147.46417,OC,Australia,New South Wales,,M,"Gold, Platinum, Osmium, Iridium",,,Unknown,Placer,Y,Past Producer,,,,Gillenbine Lead,N. Flowing Ancient Stream,Gravel,
Fifield Lead,-32.84682,147.46389,OC,Australia,New South Wales,,M,Gold,Platinum,,Unknown,,U,Past Producer,"Gold, Platinum",,,,,Gravel,Serpentinite
Bushman Lead and Tributaries,-33.14626,148.18192,OC,Australia,New South Wales,,M,Gold,,,Unknown,,S,Past Producer,Gold,,Underground,"Little Bushman, Tributaries Include Shallow Rush, Great Northern, Possum Gully, Sardine Lead",,Clastic Sedimentary Rock,
Mt. Lyell Mine,-41.96921,146.62883,OC,Australia,Tasmania,,M,"Sulfur-Pyrite, Silver, Gold, Copper",,,Unknown,,Y,Producer,,,,,,,
Middleback Mine,-30.10078,135.82559,OC,Australia,South Australia,,M,Iron,,,Unknown,,Y,Producer,,,,,,,
Wolfram Camp,-17.08034,144.91548,OC,Australia,Queensland,,M,"Tungsten, Bismuth, Molybdenum",,,Unknown,,Y,Producer,,,Surface/Underground,"Leisner's Mine, German Bill, Victory",,Granite,
Robe River Mine,-21.74795,116.24022,OC,Australia,Western Australia,,M,Iron,,,Unknown,,Y,Producer,,,,,,,
Kyooma West,-30.29165,150.59776,OC,Australia,New South Wales,,N,Diatomite,,,Unknown,,Y,Producer,Diatomite,"Clay, Feldspar",,Bells Mountain Deposits,,"Clay, Mud,Diatomite,Tuff",Tuff
Welcome Lead and Tributaries,-33.17959,148.16526,OC,Australia,New South Wales,,M,Gold,,,Unknown,Placer,S,Producer,Gold,,Underground,"Richardsons, Tributaries Include Tearaway, And Fulton Leads., Yarran, Frenchmans, Melbourne",,Clastic Sedimentary Rock,
Palmer River,-15.98042,144.08216,OC,Australia,Queensland,,M,Gold,,,Unknown,,S,Producer,Gold,,,,,"Metasedimentary Rock,Slate",
Golden Mile,-30.7461,121.53253,OC,Australia,Western Australia,,M,Gold,,,Unknown,,L,Producer,"Gold, Pyrite","Ankerite, Dolomite, Magnetite, Sericite",,"Superpit, Includes:  Paringa, Fimiston, Klagurli, Perseverance, Lakeview,, Great Boulder, Chaffers",Structure - Ductile Shear Zones,"Greenstone,Basalt",
Que River,-41.59611,145.34848,OC,Australia,Tasmania,,M,"Lead, Zinc, Copper, Gold, Silver",,,Unknown,,Y,Producer,"Chalcopyrite, Galena, Pyrite, Sphalerite","Barite, Limestone, Quartz, Sericite",,Mackintosh Joint Venture,,"Shale,Dacite,Andesite",
Del Park,-32.596,115.84933,OC,Australia,Western Australia,,M,Aluminum,,,Unknown,,L,Producer,"Bauxite, Boehmite, Diaspore, Gibbsite","Anatase, Goethite, Halloysite, Hematite, Muscovite, Quartz",,"Dwellingup, Darling Range",Hill Slopes; Altitude Between 240 And 440 M Asl,,Granite
Mt. Gibson Mine,-23.77171,117.05658,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
New Celebration Mine,-31.02498,121.60086,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Mt Saddleback Mine,-32.92877,116.45375,OC,Australia,Western Australia,,M,Aluminum,,,Unknown,,Y,Producer,,,,,,,
Bardoc Mine,-30.32806,121.28088,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Boddington Gold Deposit,-32.73767,116.3471,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,"Bismuth, Bismuthinite, Chalcopyrite, Cubanite, Electrum, Gold, Hessite, Molybdenite, Pyrite, Pyrrhotite, Scheelite, Sphalerite","Actinolite, Biotite, Clinozoisite, Feldspar, Kaolinite, Montmorillonite, Quartz, Sphene",,,Subtropical Weathering Conditions,"Clay, Mud,Volcanic Rock (Aphanitic)","Volcanic Rock (Aphanitic),Felsic Volcanic Rock,Plutonic Rock"
Gabanintha Mine,-26.91987,118.64374,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,"Chalcopyrite, Gold, Malachite, Pyrite","Biotite, Chlorite, Phlogopite, Quartz, Talc",,"Yagahong, Canterbury, Includes:  Gabanintha, Terrells, Kavanagh",,"Ultramafic Intrusive Rock,Komatiite (Ultramafite)",
Horseshoe Lights Mine,-25.35913,118.61959,OC,Australia,Western Australia,,M,"Gold, Copper",,,Unknown,,Y,Producer,,,,,,,
Lancefield Mine,-28.55814,122.38308,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Porphyry Mine,-29.77726,122.28113,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Adelaide River Mine,-13.26945,131.10325,OC,Australia,Northern Territory*,,M,Uranium,,,Unknown,,Y,Producer,"Pitchblende, Uraninite","Chalcopyrite, Pyrite",Underground,,,Siltstone,
Dyson's Mine,-12.98475,131.01298,OC,Australia,Northern Territory*,,M,Uranium,,,Unknown,,Y,Producer,Uraninite,,,,Broadly Controlled By Stratigraphy,,
Fleur De Lys Mine,-13.52499,131.36575,OC,Australia,Northern Territory*,,M,"Uranium, Copper",,,Unknown,,Y,Producer,"Chalcopyrite, Malachite, Pyrite, Torbernite, Uraninite",,,,,"Slate,Schist,Siltstone,Dolomite",
Koolpin Creek Mine,-13.525,132.5435,OC,Australia,Northern Territory*,,M,Uranium,,,Unknown,,Y,Producer,Pitchblende,"Chalcopyrite, Galena, Pyrite",,,Near Contact With The Unconformably Overlying Carpentarian Sandstone.,Shale,
Mount Burton Mine,-12.97782,130.96298,OC,Australia,Northern Territory*,,M,"Uranium, Copper",,,Unknown,,Y,Producer,"Pitchblende, Torbernite","Chalcopyrite, Pyrite",,,,"Quartzite,Dolomite",
Myponga,-35.4461,138.41541,OC,Australia,South Australia,,M,Uranium,,,Unknown,,Y,Producer,"Pitchblende, Uranophane",,,,Northerly-Pitching Minor Fold,Metasedimentary Rock,Metasedimentary Rock
Palette Mine,-13.53611,132.56294,OC,Australia,Northern Territory*,,M,"Uranium, Gold",,,Unknown,,Y,Producer,,"Chalcopyrite, Galena, Pyrite",,,Pronounced Stratigraphical Or Lithologic Control,,Volcanic Rock (Aphanitic)
Radium Hill Mine,-32.34203,140.62985,OC,Australia,South Australia,,M,"Uranium, REE, Scandium",,,Unknown,,Y,Producer,Xenotime,"Biotite, Hematite, Ilmenite, Magnetite, Quartz, Rutile",,"Includes Three Principal Lodes, The Whip, Geiger, And Old Main.","Lodes Are In A Set Of Northwest-Southwest Shears And Fissures Developed Between Two Ancient Northwest-Southeast-Trending Regional Faults (Mac Donald And Dey Lineaments) Spaced About 3 Miles Apart Which Are Marked By Later Amphibolite Dykes.  The Major Anticlinal Structure Is Also The Locus Of Greatly Increased Igneous Activity, Introduced Davidite Which Extensively Replaced The Ilmeno-Rutile-Hematite Amphibolite, Pegmatite, And Quartz Dykes.","Quartzite,Schist,Gneiss","Mafic Intrusive Rock,Granite"
